OpportunityServiceLine,ClientSector,AccountName,ProspectClientName,OpportunityName,Stage,ProbaOfWin,EffectiveOpenDate,AnticipatedWinDate,EffectiveCloseDate,OpportunityPartnerName,PursuitLeaderName,ManagedByName,PursuitTeamName,IdentifiedByName,PACEStatus,RelatedEngagements,Currency,TotalValueOfPotentialSale,TotalValueTND,OpportunitySubSL,OriginalOpportunityID,OpportunityID,MS,SSL1,Country,Region
assurance,Wealth & Asset Management,Bradford-Bennett/Paul Hays,Bradford-Bennett/Paul Hays,Quality-focused attitude-oriented emulation,Pursue,30,2023-01-04,2022-08-26,,Phyllis Hernandez,Daniel Miller,Jennifer Parks%,Joshua Hernandez,Larry Gill,,,USD,83.08594812109476,83.08594812109476,assurance,E64217344,E64217344-74,FS,Audit & Governance,Soudan,Afrique
sat,Telecommunications,Gomez Inc/Christina Graham,Gomez Inc/Christina Graham,Exclusive systemic alliance,Pursue,70,2023-08-28,2021-03-15,,Ashley Mcgee,Eric Rose,Kimberly Massey%,Travis Lee,Barbara Keller,,,USD,74.04817858592742,74.04817858592742,sat,E64928974,E64928974-75,TMT,Transactions & Corporate Finance,Sao Tomé,Afrique
consulting,Media & Entertainment,Thomas Inc/Robin Bryant,Thomas Inc/Robin Bryant,Streamlined non-volatile framework,Declined,20,2023-05-10,2022-06-30,,Dylan Martinez,Sharon Williams,Brandon Graham%,Maria Jones,Marie Miller,,,USD,94.2937296704273,94.2937296704273,consulting,E65850096,E65850096-76,TMT,Strategy & Transformation,Lesotho,Afrique
tax,startup,"Vaughn, Lowe and Burton/Elizabeth Lewis","Vaughn, Lowe and Burton/Elizabeth Lewis",Re-engineered neutral contingency,Closing,75,2023-10-18,2023-03-07,,Brian Howe II,Kimberly Sosa,Mary Davis%,Ashley Rosario,Krystal Miller,,,USD,66.05474384438772,66.05474384438772,tax,E67097218,E67097218-77,Private,Indirect,Koweït,Asie
consulting,Health,Young and Sons/Christopher Pollard,Young and Sons/Christopher Pollard,Cross-group logistical time-frame,Qualify,20,2021-07-19,2023-06-23,,Lisa Armstrong,Sean Silva,Ashley Mitchell%,Brandi Hall,Frank Phillips,,,USD,67.38682105969153,67.38682105969153,consulting,E61491436,E61491436-78,GPS,Compliance and Resilience,Comores,Afrique
assurance,Defense,Edwards-Smith/Joe Hammond,Edwards-Smith/Joe Hammond,Quality-focused responsive flexibility,Pursue,45,2023-06-04,2022-06-19,,Anthony Bryant,Shawn Carroll,Gordon Hall%,Sarah Baker DDS,Antonio Mathews,,,USD,73.39682680863694,73.39682680863694,assurance,E63248031,E63248031-79,GPS,Technology Assurance,Nigeria,Afrique
tax,startup,White Ltd/Michael Clark,White Ltd/Michael Clark,Grass-roots context-sensitive structure,Closing,5,2023-08-18,2021-07-08,,Christian Goodwin,Jerry Valencia,Natasha Fisher%,Caleb Williams,Annette Harris,,,EUR,50.73813110361596,50.73813110361596,tax,E62457161,E62457161-80,Private,International Tax Transaction Services,Pologne,Europe
assurance,startup,Lowery and Sons/Hannah Martinez,Lowery and Sons/Hannah Martinez,Adaptive mobile monitoring,Won,100,2023-03-12,2021-01-31,2022-02-09 00:00:00,Danielle Hines,Matthew Young,Stephanie Bauer%,Maria Murphy,Colin Costa,approved,,USD,74.38851917819777,74.38851917819777,assurance,E61406667,E61406667-81,Private,Audit & Governance,Maroc,Afrique
sat,Telecommunications,Monroe-Franklin/Billy Smith,Monroe-Franklin/Billy Smith,Public-key needs-based benchmark,Identify,10,2023-10-14,2023-06-14,,Nicole Price,Jesse Reyes,Zachary Dickerson%,Jennifer Mathis,Russell Peterson,,,EUR,58.441129377435985,58.441129377435985,sat,E69987806,E69987806-82,TMT,Transactions & Corporate Finance,Italie,Europe
consulting,startup,Mckinney PLC/Erin Mclean,Mckinney PLC/Erin Mclean,Seamless actuating website,Identify,15,2021-12-28,2022-09-17,,Ashley Bennett,Michael Harrison,Carol Martin%,Sherri Weaver,Shawn Wilcox,,,USD,78.52059416089233,78.52059416089233,consulting,E63086549,E63086549-83,Private,Compliance and Resilience,Djibouti,Afrique
tax,Insurance,Salas-Alvarado/Edward Moore,Salas-Alvarado/Edward Moore,Ameliorated real-time access,Qualify,45,2022-08-03,2023-11-12,,Charles Mason,Lisa Gray,Maria Duran%,Joseph Smith,Reginald Fry,,,USD,85.17020355652788,85.17020355652788,tax,E64644247,E64644247-84,FS,PAS,Bénin,Afrique
assurance,Banking & Capital Markets,"Beasley, Garcia and Ray/Elizabeth Riley","Beasley, Garcia and Ray/Elizabeth Riley",Reduced homogeneous circuit,Qualify,50,2022-12-10,2021-11-26,,Gabrielle Rodgers,Lindsey Lynn,Jordan Wilcox%,Christian Carpenter,Kevin Keller II,,,EUR,70.91184049756474,70.91184049756474,assurance,E69903514,E69903514-85,FS,Other Assurance,France,Europe
tax,startup,Jensen-Benson/Alexandra Peterson,Jensen-Benson/Alexandra Peterson,Synchronized scalable moratorium,Closing,5,2021-11-27,2023-07-25,,Jose Lambert,Tammy Norton,Brandon Pruitt%,Jennifer Jackson,William Gray,,,USD,94.95635722302089,94.95635722302089,tax,E63391530,E63391530-86,Private,BTS,Bénin,Afrique
consulting,Defense,Mason LLC/Carmen Sanders,Mason LLC/Carmen Sanders,Grass-roots zero tolerance emulation,Lost,20,2021-04-22,2021-01-05,,Sandra Gonzalez,Patricia Ewing,John Harris%,Heidi Martin,Jose Barajas,,,USD,69.40541993842388,69.40541993842388,consulting,E63208033,E63208033-87,GPS,Cybersecurity,Mauritanie,Afrique
consulting,Banking & Capital Markets,"Gordon, Herman and Black/Shawn Leach MD","Gordon, Herman and Black/Shawn Leach MD",Fully-configurable exuding structure,Lost,20,2022-02-20,2021-07-27,,Oscar Brown,Tammy Campbell,Christine Rhodes%,Christopher Jefferson,Christopher Perez,,,EUR,88.18791017069505,88.18791017069505,consulting,E68942124,E68942124-88,FS,Risk,Angleterre,Europe
assurance,Wealth & Asset Management,Wright-Lewis/Kimberly Serrano,Wright-Lewis/Kimberly Serrano,Open-source fault-tolerant monitoring,Qualify,45,2021-07-13,2022-10-25,,Olivia Reynolds,Holly Bishop,Diana Gonzales%,Erika Brock,David Newman,,,USD,60.887219389601405,60.887219389601405,assurance,E63846773,E63846773-89,FS,CCaSS,Maroc,Afrique
sat,startup,Thomas-Randall/Chase Evans,Thomas-Randall/Chase Evans,Decentralized multimedia model,Qualify,40,2022-06-15,2023-09-25,,Jennifer Moore,Jasmine Clark,Mr. Stephen Stevens%,Eric Fisher,James Riddle,,,USD,59.36946377117192,59.36946377117192,sat,E64372614,E64372614-90,Private,Transactions & Corporate Finance,Maroc,Afrique
sat,Telecommunications,Garcia LLC/Peter Vasquez,Garcia LLC/Peter Vasquez,Multi-lateral systemic productivity,Won,100,2023-10-08,2021-04-11,2022-07-20 00:00:00,Jacqueline Holland,Robert Cox,Morgan Ochoa%,Maria Allen,Kevin Morris,approved,,USD,95.22158444392255,95.22158444392255,sat,E67118913,E67118913-91,TMT,Transactions & Corporate Finance,Sao Tomé,Afrique
tax,Media & Entertainment,"Dickerson, Gamble and Oconnor/Elizabeth Edwards","Dickerson, Gamble and Oconnor/Elizabeth Edwards",Distributed next generation monitoring,Qualify,30,2023-11-26,2021-06-17,,James Rivers,Michelle Vargas,Lisa Fleming%,Patricia Dunn,Sharon Levine,,,USD,89.80562466169553,89.80562466169553,tax,E66304078,E66304078-92,TMT,GCR,Kenya,Afrique
consulting,Insurance,Bennett Inc/Jennifer Horton,Bennett Inc/Jennifer Horton,Reactive static workforce,Won,20,2021-10-24,2021-12-29,2022-04-25 00:00:00,Dana Austin,Jose Phillips,Arthur Jones%,Andrew Phelps,Christopher Bishop,approved,,EUR,59.69435973091461,59.69435973091461,consulting,E61446500,E61446500-93,FS,Supply Chain & Operations,Belgique,Europe
assurance,Insurance,"Rios, Berry and Owens/Kimberly Rollins","Rios, Berry and Owens/Kimberly Rollins",Horizontal cohesive hub,Qualify,45,2023-05-02,2021-11-07,,Madison Payne,John Perez,Alexandria Perry%,Janice Johnson,Robert Clark,,,USD,87.90454597195907,87.90454597195907,assurance,E63780581,E63780581-94,FS,Audit & Governance,Pakistan,Asie
consulting,Telecommunications,Reed Group/Jeffery Collins,Reed Group/Jeffery Collins,Programmable modular middleware,Won,5,2023-06-15,2021-09-26,2022-12-16 00:00:00,Amanda Hicks,Vicki Walker,Melissa Patel%,Laura Dodson,Christopher Chandler,approved,,USD,54.078232594246714,54.078232594246714,consulting,E66666864,E66666864-95,TMT,Cybersecurity,Comores,Afrique
tax,Banking & Capital Markets,Shepherd PLC/Erik Gibson,Shepherd PLC/Erik Gibson,Cloned contextually-based framework,Won,5,2023-06-07,2022-08-31,2021-12-01 00:00:00,Gabriel Torres,Mr. Travis Rodriguez,Jessica Villegas%,Mrs. Vanessa Gomez MD,Kristopher Nguyen,approved,,USD,76.74862339451838,76.74862339451838,tax,E65316910,E65316910-96,FS,Indirect,Comores,Afrique
sat,Media & Entertainment,"Fowler, Berry and Parker/Joseph Robertson","Fowler, Berry and Parker/Joseph Robertson",Universal regional system engine,Pursue,40,2023-07-09,2021-02-18,,Paul Johnson,Kimberly Estrada,Donna Sims%,Johnny Haney,Todd Klein,,,USD,96.33574463715257,96.33574463715257,sat,E66636776,E66636776-97,TMT,EY-P,Mauritanie,Afrique
consulting,Wealth & Asset Management,Ferguson Ltd/Ebony Wood,Ferguson Ltd/Ebony Wood,Reactive tangible archive,Pursue,55,2023-12-14,2021-06-07,,Joy Ramirez,Keith Thompson,Jerry Davis%,Grace Lawson,Joshua Williams,,,EUR,77.93363174874457,77.93363174874457,consulting,E67173201,E67173201-98,FS,Technology Assurance,Pays-Bas,Europe
tax,Banking & Capital Markets,Torres LLC/James Cook,Torres LLC/James Cook,Extended dedicated Internet solution,Lost,20,2023-10-08,2023-09-18,,Dr. Holly Reeves,Amanda Herrera,Jennifer Adams%,Dawn Hamilton,Hector Smith,,,USD,78.93675328205528,78.93675328205528,tax,E69693045,E69693045-99,FS,PAS,Gabon,Afrique
tax,Insurance,Rowland-Martin/Ashley Waters,Rowland-Martin/Ashley Waters,Pre-emptive radical toolset,Closing,100,2022-06-01,2022-07-22,,Bonnie Rogers,Jason Anderson,Edward Brown%,Shannon Boyer,Calvin Wilson,,,EUR,64.04522288664577,64.04522288664577,tax,E61920693,E61920693-100,FS,International Tax Transaction Services,Luxembourg,Europe
tax,Technology,"Kerr, Roberts and Shaw/Michael Gonzalez","Kerr, Roberts and Shaw/Michael Gonzalez",Robust zero administration knowledgebase,Pursue,50,2021-09-05,2022-03-12,,Mikayla Simmons,Marie Pierce,Ashley Lopez%,Kent Allen,Max Mosley,,,EUR,74.58475191571924,74.58475191571924,tax,E68381809,E68381809-101,TMT,Law,Pays-Bas,Europe
assurance,Insurance,Smith-Leon/Lauren Harrison,Smith-Leon/Lauren Harrison,Visionary systemic secured line,Declined,5,2021-02-22,2023-10-24,,Vanessa Simmons,Justin Andrews,Vanessa Clark%,Robert Wilson,Laura Salas,,,USD,50.21845946562785,50.21845946562785,assurance,E68142065,E68142065-102,FS,CCaSS,Qatar,Asie
assurance,Telecommunications,Barnett-Harris/Pamela Harvey,Barnett-Harris/Pamela Harvey,Visionary grid-enabled hierarchy,Closing,5,2021-08-10,2021-01-02,,Trevor Watkins MD,Lisa Wright,Christopher Sanchez%,Mrs. Elizabeth Jones,Janet Brown,,,EUR,82.35072873884609,82.35072873884609,assurance,E65162902,E65162902-103,TMT,Other Assurance,France,Europe
sat,Wealth & Asset Management,Montes-Barrett/Kathleen Turner,Montes-Barrett/Kathleen Turner,Digitized disintermediate model,Declined,20,2022-06-13,2023-11-15,,Jack Brown,Michael Walker,Lisa Phillips%,Erica Jackson,Luke Bradford,,,USD,84.28367040257807,84.28367040257807,sat,E64831367,E64831367-104,FS,Transactions & Corporate Finance,Sénégal,Afrique
tax,Infrastructure,Cook LLC/James Sharp,Cook LLC/James Sharp,Organized well-modulated protocol,Identify,10,2021-04-12,2023-11-12,,Brian Anderson,Jamie Stewart,Shirley Williams%,Erin Whitaker MD,Stephanie Glover,,,USD,90.88262375450343,90.88262375450343,tax,E67791281,E67791281-105,GPS,International Tax Transaction Services,Madagascar,Afrique
sat,Banking & Capital Markets,"Martinez, Allen and Reeves/Danny Scott","Martinez, Allen and Reeves/Danny Scott",Versatile impactful model,Qualify,50,2022-07-25,2023-06-25,,Christopher Richard,Jonathan Brown,Mary Bryan%,Dana Ramos,James Rodriguez,,,USD,88.57527079960019,88.57527079960019,sat,E63356799,E63356799-106,FS,Transactions & Corporate Finance,Qatar,Asie
assurance,Telecommunications,"Woods, Cox and Newman/Whitney Keller","Woods, Cox and Newman/Whitney Keller",Quality-focused logistical product,Lost,5,2021-09-13,2021-12-05,,Brian Mitchell,Tammy Mitchell,Jesse Allen%,Martha Duncan,Daniel Hunt,,,USD,95.01819543300014,95.01819543300014,assurance,E65845955,E65845955-107,TMT,Finance,Kenya,Afrique
consulting,Media & Entertainment,Grant Inc/Kelsey Snyder,Grant Inc/Kelsey Snyder,Front-line empowering budgetary management,Qualify,45,2023-09-25,2022-07-08,,Jillian Perez,Bryan Rivera,Tonya Gray%,Shannon Mendez,Christopher Le,,,USD,81.8192516766193,81.8192516766193,consulting,E66225551,E66225551-108,TMT,Risk,Émirats arabes unis,Asie
sat,Technology,Baker PLC/Anthony Chambers,Baker PLC/Anthony Chambers,Optional 6thgeneration approach,Closing,100,2022-01-14,2023-07-18,,Marcia Campbell,Janet Wilson,Kathleen Herring%,Alyssa Williams,Jeffrey Gould,,,USD,52.28179308575399,52.28179308575399,sat,E63798582,E63798582-109,TMT,Transactions & Corporate Finance,Sao Tomé,Afrique
tax,startup,"Brown, Mendez and Richards/Marissa Raymond","Brown, Mendez and Richards/Marissa Raymond",Reactive 4thgeneration adapter,Won,5,2022-04-16,2023-03-27,2021-02-25 00:00:00,Adam Bentley,Megan Mcintosh,Connie Gonzales%,Kathy Buchanan,Erik Hickman,approved,,USD,69.77893214678082,69.77893214678082,tax,E64508117,E64508117-110,Private,International Tax Transaction Services,Arabie saoudite,Asie
consulting,startup,Salazar Inc/Rachel Keller,Salazar Inc/Rachel Keller,Front-line optimizing website,Identify,10,2023-10-10,2022-04-20,,Timothy Green,Brenda Castaneda,Kelly Johnson%,Sarah Weber,Margaret Hall,,,EUR,64.59219394225332,64.59219394225332,consulting,E69080998,E69080998-111,Private,Sustainability,Russie,Europe
sat,startup,Allen-Galloway/Carl Coleman,Allen-Galloway/Carl Coleman,Assimilated full-range portal,Declined,20,2023-03-23,2021-06-11,,Robert Nelson,Christina Duran,Brian Johnson MD%,Jacob Becker,Tyler Henderson,,,USD,76.75816140266895,76.75816140266895,sat,E65430367,E65430367-112,Private,Transactions & Corporate Finance,Côte d’Ivoire,Afrique
tax,startup,Moore Ltd/Donna Hull,Moore Ltd/Donna Hull,Fully-configurable bandwidth-monitored flexibility,Lost,20,2021-05-06,2022-11-06,,Mark Newman,Michael Taylor,Lawrence Gallagher%,Lauren Calhoun,Sean Lowe,,,USD,99.23480253932311,99.23480253932311,tax,E64360043,E64360043-113,Private,PAS,Togo,Afrique
tax,Infrastructure,"Benjamin, Baldwin and Newton/Pamela Reyes","Benjamin, Baldwin and Newton/Pamela Reyes",Mandatory zero-defect productivity,Won,20,2022-01-27,2023-05-02,2021-07-16 00:00:00,Paul Mitchell,Deborah Henderson,Sherri Howard%,David Cooper,Stephanie Lucas,approved,,EUR,63.356502263541,63.356502263541,tax,E61159373,E61159373-114,GPS,BTS,Angleterre,Europe
tax,startup,Hart-Martinez/Kimberly Wilson,Hart-Martinez/Kimberly Wilson,Monitored static benchmark,Lost,100,2021-11-26,2021-10-03,,Stephen Harrell,Darren Herring,George Buck%,Laura Brown,Shelley Brown,,,EUR,82.07375928133588,82.07375928133588,tax,E64854212,E64854212-115,Private,PAS,Allemagne,Europe
tax,Insurance,Dixon-Nelson/Samantha Henry,Dixon-Nelson/Samantha Henry,Focused responsive product,Pursue,75,2021-01-11,2021-02-23,,Mark Davis,Jeffrey Gordon,Sarah Holmes%,Mindy Cochran,Megan Gomez,,,USD,83.1353805871471,83.1353805871471,tax,E68511622,E68511622-116,FS,Law,Guinée,Afrique
consulting,Health,"Ellis, Williams and Mcbride/Teresa Curtis","Ellis, Williams and Mcbride/Teresa Curtis",Decentralized high-level complexity,Declined,20,2022-04-05,2022-02-28,,Michael Wilson,Kelsey Lee,David Ellison%,Diana Mitchell,Randy Brennan,,,USD,87.63131883480615,87.63131883480615,consulting,E64779714,E64779714-117,GPS,Technology Assurance,Sierra Leone,Afrique
assurance,Technology,Craig Inc/Evelyn Walton,Craig Inc/Evelyn Walton,Multi-channeled bottom-line frame,Identify,15,2022-07-22,2023-12-19,,Donna Santana,Audrey Jones,David Garcia%,Kelly Kelly,Karen Yang,,,USD,80.84864283485632,80.84864283485632,assurance,E66100959,E66100959-118,TMT,Other Assurance,Djibouti,Afrique
consulting,Telecommunications,Contreras PLC/Frances Reed,Contreras PLC/Frances Reed,Enterprise-wide cohesive encryption,Identify,10,2021-04-17,2021-08-27,,Ruben Howard,Courtney Duran,Kevin Morgan%,Laura Graves,Peter Campbell,,,USD,55.04957101121822,55.04957101121822,consulting,E64287367,E64287367-119,TMT,Strategy & Transformation,Arabie saoudite,Asie
assurance,Defense,Fischer and Sons/Peter Wright,Fischer and Sons/Peter Wright,Proactive 4thgeneration matrix,Won,100,2022-06-09,2021-05-07,2021-06-14 00:00:00,Debra Cowan,Tina Sanders,Tiffany Cox%,Matthew Burke,Erin Sullivan,approved,,USD,53.622863979388306,53.622863979388306,assurance,E64373594,E64373594-120,GPS,Audit & Governance,Qatar,Asie
consulting,startup,Price-Campbell/Ashley Kaiser,Price-Campbell/Ashley Kaiser,Decentralized intangible access,Pursue,55,2022-12-29,2021-08-10,,Michael Jones,Emily Brown,Valerie Williams%,Barry Moore,Emily Martin,,,EUR,56.51539431412966,56.51539431412966,consulting,E62325811,E62325811-121,Private,Risk,Pologne,Europe
assurance,Wealth & Asset Management,Yang-Morales/Miss Jasmin Lopez,Yang-Morales/Miss Jasmin Lopez,Centralized systemic architecture,Declined,100,2022-06-26,2021-08-26,,Kimberly Jones,Zachary Dixon,Frank Blackburn%,Ashley Hart,Patrick Daniels,,,USD,93.48030716654026,93.48030716654026,assurance,E61816130,E61816130-122,FS,Forensics,Comores,Afrique
consulting,Technology,Perez Group/Kurt Bond,Perez Group/Kurt Bond,Down-sized bi-directional parallelism,Won,100,2022-11-06,2021-09-16,2023-09-04 00:00:00,Lonnie Weber,Connie Gordon,Angela Black%,Amy Johnson,Tammie Beasley,approved,,USD,54.62289054004564,54.62289054004564,consulting,E63915555,E63915555-123,TMT,Cybersecurity,Soudan,Afrique
tax,Insurance,Newton LLC/Barbara Barnes,Newton LLC/Barbara Barnes,Focused foreground leverage,Identify,15,2021-08-18,2023-08-24,,Sherry Ward,John Tucker,Terrence Dillon%,Bradley Kelley,Jeff Chang,,,EUR,58.90171466708079,58.90171466708079,tax,E63724249,E63724249-124,FS,PAS,France,Europe
tax,Technology,Mendoza-Parker/Joseph Keith PhD,Mendoza-Parker/Joseph Keith PhD,Horizontal 4thgeneration artificial intelligence,Won,100,2021-02-18,2021-04-10,2022-04-10 00:00:00,Matthew Carney,Allen Perry,Alexandra Murphy%,Michael Simpson,Tina Alvarez,approved,,USD,70.84937849929665,70.84937849929665,tax,E65706102,E65706102-125,TMT,Law,Côte d’Ivoire,Afrique
tax,Media & Entertainment,"Brown, Reeves and Hudson/Sherry Ware","Brown, Reeves and Hudson/Sherry Ware",Up-sized secondary groupware,Won,100,2022-08-11,2022-04-15,2021-09-03 00:00:00,Jake Barnett,Julia Young,Lauren Lopez%,Jessica Reid,Brittany Patterson,approved,,USD,89.43884762670388,89.43884762670388,tax,E62029651,E62029651-126,TMT,International Tax Transaction Services,Sénégal,Afrique
assurance,Banking & Capital Markets,"Maynard, Decker and Sanchez/Tina Wolf","Maynard, Decker and Sanchez/Tina Wolf",Intuitive intermediate Local Area Network,Qualify,45,2021-09-19,2021-03-03,,Nancy Woods,Christopher Lee,Jacqueline Harrison%,Michelle Kennedy,Amy Palmer,,,USD,69.61023568852224,69.61023568852224,assurance,E64718007,E64718007-127,FS,Technology Assurance,Éthiopie,Afrique
assurance,Media & Entertainment,"Bray, Carlson and Fernandez/Troy Allen","Bray, Carlson and Fernandez/Troy Allen",User-friendly client-server secured line,Won,5,2021-04-07,2021-06-06,2023-03-02 00:00:00,James White,Emma Diaz,Mark Brown%,Alexandra Washington,David Bailey,approved,,USD,82.46184133479031,82.46184133479031,assurance,E63826058,E63826058-128,TMT,Forensics,Égypte,Afrique
consulting,Health,Thompson PLC/Dr. Judith Wood MD,Thompson PLC/Dr. Judith Wood MD,Vision-oriented exuding throughput,Closing,75,2022-06-23,2021-09-27,,Michael Ramsey,Adam Clark,Melissa Underwood%,Kayla Mullins,Jennifer Hodges,,,USD,82.66367947642976,82.66367947642976,consulting,E61143595,E61143595-129,GPS,Compliance and Resilience,Kenya,Afrique
sat,Banking & Capital Markets,"Walters, Young and Gibson/Julie Walsh","Walters, Young and Gibson/Julie Walsh",Advanced interactive software,Identify,10,2023-10-20,2022-08-02,,Rhonda Murray,David Guzman,Joshua Brooks%,Timothy Nguyen,James Aguilar,,,USD,86.58387960924932,86.58387960924932,sat,E65879264,E65879264-130,FS,EY-P,Djibouti,Afrique
consulting,Technology,Sanchez-Lopez/Paul Lawrence,Sanchez-Lopez/Paul Lawrence,Inverse methodical matrices,Closing,5,2023-12-30,2021-11-06,,Steven Wilson,Sheryl Gregory,Matthew Martin%,Danny Hall MD,Mario Montgomery,,,EUR,69.93938479411678,69.93938479411678,consulting,E61725131,E61725131-131,TMT,Sustainability,Danemark,Europe
sat,Health,Holt and Sons/Brenda Wilson,Holt and Sons/Brenda Wilson,Profound bi-directional leverage,Won,20,2022-08-02,2021-07-04,2022-01-08 00:00:00,Taylor Hubbard,Johnny Reed,Richard Evans%,Samuel Glass,Keith Clark,approved,,EUR,87.42266175165773,87.42266175165773,sat,E63249349,E63249349-132,GPS,Transactions & Corporate Finance,Danemark,Europe
sat,Defense,Sharp Inc/Kimberly Russell,Sharp Inc/Kimberly Russell,Up-sized holistic service-desk,Won,5,2021-04-16,2022-09-14,2023-12-15 00:00:00,Phillip Mitchell,Mark Gardner,Dale Bowen%,Wesley Roman,Lori Mullins,approved,,USD,92.82566715950298,92.82566715950298,sat,E62834417,E62834417-133,GPS,EY-P,Burkina Faso,Afrique
consulting,Defense,"Thomas, Valentine and Simmons/Gregory Johnson","Thomas, Valentine and Simmons/Gregory Johnson",Extended hybrid synergy,Won,5,2023-01-14,2021-07-25,2022-01-21 00:00:00,John Mendez,Daniel Tucker,Jacob Carlson%,Eric Hubbard,Timothy Clark,approved,,USD,52.693870461950944,52.693870461950944,consulting,E62304827,E62304827-134,GPS,Technology,Kenya,Afrique
consulting,startup,"Long, Gibson and Wright/Megan Reed","Long, Gibson and Wright/Megan Reed",Horizontal scalable solution,Won,100,2021-01-12,2023-07-10,2021-02-13 00:00:00,Katrina Russell,Samuel White,Steven Wallace%,Anthony Powell,Sherry Cox,approved,,USD,50.145742379071805,50.145742379071805,consulting,E69899758,E69899758-135,Private,Cybersecurity,Burundi,Afrique
assurance,startup,Perez Inc/Kimberly Oconnor,Perez Inc/Kimberly Oconnor,Monitored tertiary focus group,Identify,20,2023-02-28,2022-09-27,,David Long,Omar Lewis,Stanley Baker%,Raymond Wright,Mercedes Warner,,,USD,85.67551054097504,85.67551054097504,assurance,E65066253,E65066253-136,Private,Technology Assurance,Côte d’Ivoire,Afrique
assurance,Defense,"Welch, Bell and Long/Elizabeth Newman","Welch, Bell and Long/Elizabeth Newman",Realigned foreground portal,Pursue,60,2023-02-04,2022-07-07,,Victoria Martin,Kelsey Howard,Pamela Evans%,Shelby Holmes,Darin Diaz,,,USD,76.30703199399697,76.30703199399697,assurance,E66296829,E66296829-137,GPS,Forensics,Bénin,Afrique
assurance,Media & Entertainment,Williams Inc/Nicholas Bush,Williams Inc/Nicholas Bush,Synchronized actuating ability,Qualify,25,2021-09-15,2021-06-04,,Daniel Bernard,Jeremy Hancock,David Livingston%,Deborah Smith,Wayne Jones,,,EUR,70.10758149079581,70.10758149079581,assurance,E63042783,E63042783-138,TMT,Technology Assurance,France,Europe
assurance,Technology,Baker Ltd/Patricia Davis,Baker Ltd/Patricia Davis,Business-focused stable function,Qualify,35,2023-03-31,2021-09-16,,Jennifer Kelley,Alisha Foster,James Martin%,Tyler Lawrence,Robert Oconnor,,,USD,93.54515685576541,93.54515685576541,assurance,E66932939,E66932939-139,TMT,Technology Assurance,Cameroun,Afrique
tax,Media & Entertainment,Jenkins-Smith/Toni Young,Jenkins-Smith/Toni Young,Multi-tiered system-worthy software,Declined,20,2021-05-26,2022-02-16,,Scott Larson,Amy Jones,Kevin Brown%,Anna Pearson,Seth Clark,,,USD,63.93120850394327,63.93120850394327,tax,E68348082,E68348082-140,TMT,BTS,Éthiopie,Afrique
assurance,Health,Sullivan-Shah/Elizabeth Sanchez,Sullivan-Shah/Elizabeth Sanchez,User-centric intermediate concept,Closing,100,2021-05-22,2022-01-03,,Mark Haas,Kristin Stevens,Renee Carter%,Mrs. Rebecca Jones,Aaron Grant,,,EUR,78.81396280445742,78.81396280445742,assurance,E63242664,E63242664-141,GPS,Technology Assurance,France,Europe
tax,Health,Elliott Group/Mary Hunt,Elliott Group/Mary Hunt,Inverse zero-defect software,Qualify,50,2022-01-03,2022-06-03,,Mark Ellis,Rhonda Knox,Kelly Mcdonald MD%,Eduardo Wilson,Annette Arellano,,,USD,93.2212342175063,93.2212342175063,tax,E66868886,E66868886-142,GPS,International Tax Transaction Services,Kenya,Afrique
assurance,Insurance,Diaz-James/Cynthia Miller,Diaz-James/Cynthia Miller,Implemented cohesive Graphic Interface,Identify,15,2023-05-09,2021-08-06,,Jessica Mitchell,Kenneth Duncan,Stephen Mckenzie%,Cody Walter,Jason Richards,,,EUR,80.4104653717803,80.4104653717803,assurance,E62479480,E62479480-143,FS,Technology Assurance,Danemark,Europe
consulting,Banking & Capital Markets,Stein-Henderson/Ryan Turner,Stein-Henderson/Ryan Turner,Vision-oriented eco-centric projection,Pursue,50,2023-11-08,2023-03-27,,Katherine Perez,Dennis Lewis,Curtis Lee%,Victoria Perez,Christian Hester,,,USD,85.75425073987932,85.75425073987932,consulting,E63124158,E63124158-144,FS,Technology Assurance,Pakistan,Asie
sat,Insurance,Sanford-Ali/Kelly Williams,Sanford-Ali/Kelly Williams,Pre-emptive tertiary groupware,Qualify,45,2022-09-13,2023-07-20,,Stephanie Nichols,David Lane,Sandra Garcia%,Donna Tucker,Kelly Bartlett,,,USD,98.28800399004018,98.28800399004018,sat,E64594690,E64594690-145,FS,Transactions & Corporate Finance,République démocratique du Congo,Afrique
consulting,Telecommunications,Rodriguez Group/Tara Moore,Rodriguez Group/Tara Moore,Reverse-engineered non-volatile protocol,Qualify,20,2023-09-04,2022-08-26,,Marcus Keller,Brittany White,Juan Brown%,Dawn Fitzpatrick,Gabriella Barr,,,USD,86.4311147023399,86.4311147023399,consulting,E66286010,E66286010-146,TMT,Technology Assurance,Mauritanie,Afrique
assurance,startup,Cruz-Ryan/Kerry Hester,Cruz-Ryan/Kerry Hester,Pre-emptive dedicated array,Lost,5,2023-10-26,2022-07-15,,Julian Riley,Lisa Joyce,Misty Becker%,Courtney Phillips,Stephanie Warner,,,USD,99.569385536107,99.569385536107,assurance,E61746431,E61746431-147,Private,Finance,Émirats arabes unis,Asie
