OpportunityServiceLine,ClientSector,AccountName,ProspectClientName,OpportunityName,Stage,ProbaOfWin,EffectiveOpenDate,AnticipatedWinDate,EffectiveCloseDate,OpportunityPartnerName,PursuitLeaderName,ManagedByName,PursuitTeamName,IdentifiedByName,PACEStatus,RelatedEngagements,Currency,TotalValueOfPotentialSale,TotalValueTND,OpportunitySubSL,OriginalOpportunityID,OpportunityID,MS,SSL1,Country,Region
sat,Insurance,Allen-Robles/Brittany Johnson,Allen-Robles/Brittany Johnson,Optimized human-resource definition,Lost,100,2021-04-28,2021-06-23,,Dakota Dixon,Vanessa Martin,Jessica Little%,Kim Morton,Kevin Davis,,,USD,64.13323641068972,64.13323641068972,sat,E63954610,E63954610-779,FS,Transactions & Corporate Finance,Burundi,Afrique
sat,Telecommunications,Jackson-Bradford/Cynthia Lopez,Jackson-Bradford/Cynthia Lopez,Future-proofed well-modulated function,Pursue,45,2021-01-19,2021-07-09,,Krystal Curtis,Tracey Wilson,Jon Allen%,Frank Johnson,Amanda Hill,,,TND,62.40829092287329,62.40829092287329,sat,E66471702,E66471702-780,TMT,Transactions & Corporate Finance,Tunisie,Tunisia
tax,Banking & Capital Markets,Tucker-Gomez/Elizabeth Cordova,Tucker-Gomez/Elizabeth Cordova,Ergonomic methodical workforce,Closing,75,2021-09-10,2022-05-03,,Joyce Downs,Alyssa Reed,Jermaine Banks%,Thomas Swanson,Jacqueline Chen,,,USD,99.78215329421197,99.78215329421197,tax,E69988553,E69988553-781,FS,Law,Kenya,Afrique
sat,Health,Hoffman-Wade/Nicholas Simmons,Hoffman-Wade/Nicholas Simmons,Reverse-engineered secondary model,Declined,100,2021-08-29,2021-12-12,,Jenny Yang,Jerry Stevens,Jon Stevens%,Keith Rice,Leah Wong,,,EUR,75.67611655637376,75.67611655637376,sat,E61193298,E61193298-782,GPS,EY-P,Allemagne,Europe
consulting,Defense,Hernandez and Sons/Jessica Copeland,Hernandez and Sons/Jessica Copeland,Visionary upward-trending database,Pursue,35,2021-04-30,2022-03-03,,Cheryl Anderson,Elizabeth Diaz,John Wilson%,Stephen Ramos,Kimberly Watts,,,EUR,86.65739759488835,86.65739759488835,consulting,E66860617,E66860617-783,GPS,Sustainability,Danemark,Europe
consulting,Insurance,"Gordon, Perez and Wright/Alicia White","Gordon, Perez and Wright/Alicia White",Adaptive intermediate utilization,Pursue,75,2023-07-03,2024-04-23,,Hannah Hunt,Christopher Hall,Daniel Davies%,Tom Roberts,Daniel Phillips,,,USD,51.30027139466734,51.30027139466734,consulting,E69631825,E69631825-784,FS,Compliance and Resilience,Pakistan,Asie
consulting,Technology,Baker Inc/Tyler Vargas,Baker Inc/Tyler Vargas,Streamlined exuding forecast,Qualify,20,2021-07-09,2021-08-11,,Brittany York,Adrienne Curry,Leslie Sullivan%,Nicholas Olson,George Jordan,,,USD,50.09397332406733,50.09397332406733,consulting,E66063425,E66063425-785,TMT,Customer & Growth,Burundi,Afrique
tax,Infrastructure,Mccoy Inc/Dustin Anderson,Mccoy Inc/Dustin Anderson,Cross-group contextually-based paradigm,Won,5,2021-11-12,2022-08-12,2022-09-17,Michelle Benson,Craig Woods,Danny Gentry%,Jodi Price,Jonathan Dean,approved,,EUR,64.66129751937392,64.66129751937392,tax,E63766338,E63766338-786,GPS,Indirect,République tchèque,Europe
sat,Wealth & Asset Management,"Velazquez, Harrington and Cortez/Jimmy Bailey","Velazquez, Harrington and Cortez/Jimmy Bailey",Reduced optimizing architecture,Declined,20,2023-10-26,2024-08-22,,Candice Flynn,Riley May,Travis Crawford%,Fernando Brady,Renee Boone,,,USD,68.21289328132765,68.21289328132765,sat,E65364003,E65364003-787,FS,Transactions & Corporate Finance,Liban,Asie
consulting,Media & Entertainment,Barrett PLC/Brianna Thomas,Barrett PLC/Brianna Thomas,Future-proofed systematic definition,Won,20,2022-08-11,2022-09-09,2022-11-27,Kevin Todd,John Wright,Lance Johnson%,Laura Cunningham,Justin Simon,approved,,TND,66.88411757868272,66.88411757868272,consulting,E61380114,E61380114-788,TMT,Cybersecurity,Tunisie,Tunisia
sat,Defense,Smith and Sons/Thomas Patrick,Smith and Sons/Thomas Patrick,Devolved 3rdgeneration attitude,Qualify,30,2023-04-05,2023-09-10,,Donald Schroeder,April Preston,Julia Rodgers%,Carol Holloway,Tracy Taylor,,,EUR,68.16606087976929,68.16606087976929,sat,E63337726,E63337726-789,GPS,Transactions & Corporate Finance,Pays-Bas,Europe
sat,startup,Brown-Miller/Brent Campbell,Brown-Miller/Brent Campbell,Balanced secondary time-frame,Qualify,30,2023-06-08,2024-02-07,,Shannon Brown PhD,Jennifer Schneider,Christian Wood%,Cynthia Martin,Lauren Miller,,,USD,79.2577647000101,79.2577647000101,sat,E69174512,E69174512-790,Private,EY-P,Algérie,Afrique
assurance,startup,Moses-Dougherty/Veronica Washington,Moses-Dougherty/Veronica Washington,Down-sized impactful portal,Won,20,2022-08-17,2023-04-10,2023-06-25,Jason Brewer,Kristen White,Debra Martinez%,Jerome Horton,Hector Carter,approved,,USD,87.72320101362067,87.72320101362067,assurance,E61879367,E61879367-791,Private,Other Assurance,Sénégal,Afrique
tax,startup,Wilcox-Rice/Shane Smith,Wilcox-Rice/Shane Smith,Future-proofed full-range instruction set,Declined,5,2023-03-20,2023-12-07,,Anthony Johnson,Tiffany Collins,Wayne Thompson%,Carlos Johnson,Mrs. Allison Becker PhD,,,USD,69.02591973107107,69.02591973107107,tax,E66591838,E66591838-792,Private,Law,Sierra Leone,Afrique
tax,startup,"Crane, Kline and Hamilton/Ann Lewis","Crane, Kline and Hamilton/Ann Lewis",Function-based foreground Internet solution,Lost,20,2021-05-21,2021-06-11,,David Kim,Emily Thompson,Tanya Weaver%,Dana Greene,Victoria Smith,,,USD,53.81562160468232,53.81562160468232,tax,E62038324,E62038324-793,Private,Law,Algérie,Afrique
tax,startup,Richardson Group/Maria Robbins,Richardson Group/Maria Robbins,Quality-focused maximized website,Lost,100,2023-06-30,2024-06-21,,Christopher Carlson,Suzanne Howell,Brian Chase%,Joshua Taylor MD,Jonathan Wilkins,,,USD,68.75749707123123,68.75749707123123,tax,E69640165,E69640165-794,Private,International Tax Transaction Services,Djibouti,Afrique
sat,Technology,Johnson-Anderson/Robert Jones,Johnson-Anderson/Robert Jones,Self-enabling explicit infrastructure,Won,5,2023-11-29,2024-02-24,2024-02-29,Benjamin Bradley,Charles Murray,David Peterson%,Ariana Weiss,Ashley Mccoy,approved,,USD,82.29833912610599,82.29833912610599,sat,E66054688,E66054688-795,TMT,EY-P,Togo,Afrique
consulting,Media & Entertainment,"Johnson, Pena and Prince/Casey Ramirez","Johnson, Pena and Prince/Casey Ramirez",Decentralized user-facing ability,Lost,5,2023-08-11,2024-03-02,,Paul Sanchez,Paula Woods,David Mckay%,Krystal Best,Walter Riley,,,EUR,53.63473927441935,53.63473927441935,consulting,E63377865,E63377865-796,TMT,Cybersecurity,Russie,Europe
tax,Infrastructure,Rodriguez and Sons/Sara Perez,Rodriguez and Sons/Sara Perez,Advanced dedicated utilization,Declined,100,2022-11-05,2023-07-13,,Richard Reyes,Joshua Hogan,Elizabeth Morris%,Crystal Hughes,Joseph Sullivan,,,USD,74.43808436175382,74.43808436175382,tax,E61224861,E61224861-797,GPS,Law,Égypte,Afrique
tax,Banking & Capital Markets,Trujillo PLC/Mr. Jeffery Ward,Trujillo PLC/Mr. Jeffery Ward,Business-focused contextually-based focus group,Lost,20,2023-02-05,2023-07-14,,Felicia Miller,Terry Horton,Jeremiah Sanchez%,Paul Cervantes Jr.,Katherine Gordon,,,USD,54.170185892082415,54.170185892082415,tax,E68712324,E68712324-798,FS,International Tax Transaction Services,Djibouti,Afrique
assurance,Media & Entertainment,Taylor-Anderson/Michael Austin,Taylor-Anderson/Michael Austin,Sharable multi-state structure,Won,100,2022-11-15,2023-02-11,2023-04-18,Mary Stewart,David Brown,Drew Cook%,Tiffany Jones,Becky Jackson,approved,,USD,83.95991574928951,83.95991574928951,assurance,E65772686,E65772686-799,TMT,Technology Assurance,Éthiopie,Afrique
sat,Wealth & Asset Management,Roberts Ltd/Michelle Flynn,Roberts Ltd/Michelle Flynn,Secured stable emulation,Closing,75,2022-08-15,2022-12-30,,Melinda Clements,Michael Williams,Kimberly Macdonald%,Holly Tyler,Angela Molina,,,USD,83.85593781201666,83.85593781201666,sat,E69522334,E69522334-800,FS,EY-P,Gabon,Afrique
sat,Infrastructure,Wood Ltd/Melissa Cox,Wood Ltd/Melissa Cox,De-engineered exuding throughput,Won,20,2023-07-10,2024-06-23,2024-09-30,Peter Underwood,Antonio Smith,Matthew Smith%,Michael Roberts,Kevin Gregory,approved,,EUR,88.46412126633078,88.46412126633078,sat,E63445213,E63445213-801,GPS,Transactions & Corporate Finance,Espagne,Europe
assurance,Insurance,Townsend LLC/Ricky Johnson,Townsend LLC/Ricky Johnson,Synergized neutral structure,Qualify,20,2022-12-02,2023-05-16,,Michael Reese,Julian Reed,Yvonne Mullins%,Lindsay Carson,Calvin Ayala,,,USD,56.42412781751163,56.42412781751163,assurance,E66056451,E66056451-802,FS,Forensics,Burkina Faso,Afrique
consulting,Banking & Capital Markets,Serrano and Sons/Taylor Blackburn,Serrano and Sons/Taylor Blackburn,Polarized composite frame,Pursue,55,2023-09-18,2024-02-05,,Steven Pace,Michael Thomas,Kenneth Knight%,Stacy Wright,Ryan Cooper,,,USD,81.51150281122786,81.51150281122786,consulting,E64997136,E64997136-803,FS,Customer & Growth,Bénin,Afrique
consulting,Defense,"Johnson, Mcmahon and Stevens/Austin Pittman","Johnson, Mcmahon and Stevens/Austin Pittman",Switchable eco-centric matrix,Qualify,45,2023-03-22,2023-06-07,,Chad Ingram,Andrea Schroeder,Joanna Sutton%,Neil Mcdaniel,Melissa Wright,,,USD,75.22205375250195,75.22205375250195,consulting,E68678896,E68678896-804,GPS,Supply Chain & Operations,Angola,Afrique
sat,Infrastructure,Bennett-Morris/Melinda Levy,Bennett-Morris/Melinda Levy,Phased human-resource moratorium,Declined,20,2022-11-18,2023-08-13,,Linda Johnson,Katie Thompson,Brett Perkins%,Henry Salinas,Joseph Sanders,,,USD,85.71746269213361,85.71746269213361,sat,E64176131,E64176131-805,GPS,EY-P,Koweït,Asie
sat,Media & Entertainment,"Peters, Deleon and Harris/Juan Richardson","Peters, Deleon and Harris/Juan Richardson",Exclusive upward-trending emulation,Won,5,2021-04-14,2021-08-02,2021-10-03,Zachary Dunn,Jessica Lane,Jennifer Park%,Daniel Armstrong,Stephen Hanson,approved,,EUR,55.23033820604324,55.23033820604324,sat,E68840690,E68840690-806,TMT,Transactions & Corporate Finance,Suisse,Europe
sat,startup,Kerr-Williams/Anna Gray,Kerr-Williams/Anna Gray,Proactive homogeneous archive,Declined,5,2022-04-30,2022-06-05,,Lindsay Spencer,Darren Deleon,Erin Singleton%,Christopher Gordon,Dana Taylor,,,USD,64.81762371094099,64.81762371094099,sat,E69659666,E69659666-807,Private,Transactions & Corporate Finance,Mali,Afrique
assurance,Banking & Capital Markets,Sullivan-Anderson/Frank Miller,Sullivan-Anderson/Frank Miller,Diverse system-worthy capability,Lost,5,2021-08-12,2021-10-05,,Brenda Hudson,Shelby Hernandez,Bobby Williams%,Candace Reyes,Sandra Clayton,,,USD,77.80512916221763,77.80512916221763,assurance,E69709785,E69709785-808,FS,FAAS,Angola,Afrique
assurance,Insurance,"Arias, Parker and Jones/Eduardo Berry","Arias, Parker and Jones/Eduardo Berry",Operative bandwidth-monitored complexity,Lost,20,2022-08-13,2023-03-26,,Jordan Olsen,Margaret Blair,Sarah Moore%,Ronald Cervantes,Laura Campbell,,,USD,78.8418947217753,78.8418947217753,assurance,E68368112,E68368112-809,FS,Finance,Maroc,Afrique
assurance,Health,Rogers Group/Mary Smith,Rogers Group/Mary Smith,Digitized cohesive encryption,Closing,5,2021-06-08,2021-08-26,,Kelly Blankenship,Ronald Moore,Gregory Reese%,Benjamin Davis,Angelica Walker,,,EUR,63.90998441891017,63.90998441891017,assurance,E64534732,E64534732-810,GPS,Finance,Lettonie,Europe
consulting,startup,Miller Ltd/Eric Solis,Miller Ltd/Eric Solis,Future-proofed high-level budgetary management,Won,20,2023-12-08,2024-05-14,2024-05-28,Tammy Garcia,Michael Barrett,Diana Frank%,Phillip Edwards MD,Angela Russell,approved,,USD,77.31712171180521,77.31712171180521,consulting,E64740467,E64740467-811,Private,Supply Chain & Operations,Égypte,Afrique
consulting,Health,Berry LLC/Sherry Bailey,Berry LLC/Sherry Bailey,Balanced intangible framework,Pursue,65,2022-11-01,2023-02-08,,Martin Sutton,Jonathan Wright,Diana Young%,Robert Wyatt,Jessica Velazquez,,,EUR,71.07545794110798,71.07545794110798,consulting,E64834933,E64834933-812,GPS,Sustainability,Suisse,Europe
assurance,Defense,Ramirez Ltd/James Nelson,Ramirez Ltd/James Nelson,Grass-roots asymmetric function,Won,100,2023-05-01,2024-03-20,2024-03-22,Sheila Robinson,Barbara Wallace,Matthew Walsh%,April Davis,Charles Ramirez,approved,,EUR,54.27740275373888,54.27740275373888,assurance,E69649996,E69649996-813,GPS,FAAS,France,Europe
assurance,Technology,Brown Ltd/Jill Alexander,Brown Ltd/Jill Alexander,Face-to-face non-volatile middleware,Identify,15,2021-07-15,2021-07-18,,Shelley Fernandez,Lisa Manning,Jonathan Austin%,Janet Carrillo,Casey Moore,,,EUR,73.4247709496805,73.4247709496805,assurance,E66724237,E66724237-814,TMT,FAAS,France,Europe
assurance,Health,Campbell-Gomez/Angela Cuevas,Campbell-Gomez/Angela Cuevas,Exclusive background archive,Lost,5,2021-10-21,2022-08-04,,Jennifer Atkinson,Savannah Hopkins,Colton Jackson%,William Weaver,William Martinez,,,USD,74.91181786160422,74.91181786160422,assurance,E64164468,E64164468-815,GPS,FAAS,Mauritanie,Afrique
sat,Defense,"Jones, Glass and Jennings/James Gonzalez","Jones, Glass and Jennings/James Gonzalez",Streamlined grid-enabled Graphic Interface,Declined,20,2023-09-01,2023-09-27,,Julie Obrien,Sarah Anderson,Lawrence Peters%,Sean Crane,Jared Rivera,,,USD,99.47950198611508,99.47950198611508,sat,E66680757,E66680757-816,GPS,Transactions & Corporate Finance,Cameroun,Afrique
assurance,Health,"Serrano, Poole and Boyd/Kristin Harrington","Serrano, Poole and Boyd/Kristin Harrington",Pre-emptive transitional synergy,Pursue,75,2021-06-19,2022-02-11,,Michael Delacruz,Anne Flores,Jacob Davis%,Jessica Roberts,Andrew Smith,,,USD,64.27262931079972,64.27262931079972,assurance,E66571334,E66571334-817,GPS,Other Assurance,Comores,Afrique
consulting,Insurance,Alvarez and Sons/Antonio Spencer,Alvarez and Sons/Antonio Spencer,Multi-channeled stable circuit,Identify,15,2023-11-04,2023-11-26,,Matthew Hernandez,Sarah Duran,Jessica Evans%,Erik Reynolds DDS,Amy Gibson,,,USD,52.16913045568106,52.16913045568106,consulting,E69723900,E69723900-818,FS,Sustainability,Sierra Leone,Afrique
consulting,startup,"Clark, Perkins and Edwards/Andrew Lowe","Clark, Perkins and Edwards/Andrew Lowe",Distributed non-volatile interface,Closing,75,2023-07-02,2024-03-31,,Andrew Lopez,David Dalton,Caitlin Moore%,Nicholas Rollins,Carrie Gutierrez,,,USD,85.01254982679387,85.01254982679387,consulting,E64955239,E64955239-819,Private,Risk,Togo,Afrique
tax,Banking & Capital Markets,Gregory LLC/Todd Gonzales,Gregory LLC/Todd Gonzales,Fully-configurable bifurcated challenge,Lost,5,2023-07-18,2023-10-30,,Rodney Taylor,Kayla Oconnor,Jason Kerr%,Katelyn Horton,Christopher Rivera,,,EUR,69.77034840575057,69.77034840575057,tax,E64823863,E64823863-820,FS,PAS,Allemagne,Europe
sat,startup,Ruiz-Carlson/Gary Johnson,Ruiz-Carlson/Gary Johnson,Open-architected static service-desk,Won,20,2023-12-05,2024-05-13,2024-06-27,Glenn Moss,Daniel Pierce,Mr. Patrick Hogan%,Jordan Smith,Brandon Shannon,approved,,USD,94.3229384189978,94.3229384189978,sat,E69650800,E69650800-821,Private,EY-P,Algérie,Afrique
tax,Technology,Myers Inc/Mr. Stephen Adams II,Myers Inc/Mr. Stephen Adams II,Enterprise-wide holistic protocol,Closing,5,2022-12-31,2023-11-23,,Vincent Smith,Ashley Lee,Natalie Mccoy%,Chelsea Atkinson,Tonya Wright,,,USD,59.76679818509581,59.76679818509581,tax,E65550770,E65550770-822,TMT,BTS,Éthiopie,Afrique
consulting,startup,Smith-Morgan/Caitlin Brewer,Smith-Morgan/Caitlin Brewer,Pre-emptive multi-tasking portal,Declined,5,2022-09-11,2022-10-06,,Donald Mathews,Joseph Friedman,Douglas Pena%,Autumn Evans,Maria King,,,USD,79.06850363761879,79.06850363761879,consulting,E66848500,E66848500-823,Private,Risk,Koweït,Asie
consulting,Media & Entertainment,Garrison Group/Elaine Harrison,Garrison Group/Elaine Harrison,Cloned zero tolerance frame,Qualify,50,2022-06-04,2022-09-19,,Mrs. Michelle Clark,Jose Lopez,Anne Snow%,Steven Trevino,Nicholas Peters,,,USD,69.55900064682739,69.55900064682739,consulting,E69623806,E69623806-824,TMT,Customer & Growth,Cameroun,Afrique
tax,Health,Castillo-Cruz/Kendra English,Castillo-Cruz/Kendra English,Re-engineered value-added system engine,Lost,20,2022-12-08,2023-05-07,,Clayton Townsend,Logan Kirby,Veronica Jones%,Madeline Salinas,Jeremy Burch,,,USD,69.99415183207296,69.99415183207296,tax,E67920777,E67920777-825,GPS,Law,Soudan,Afrique
assurance,Infrastructure,Wolf-Pugh/Cassie Williams,Wolf-Pugh/Cassie Williams,Persevering next generation product,Closing,75,2021-03-27,2021-08-04,,John Patton,Jeremy Travis,Brenda Howard%,Brittany Case,April Choi,,,EUR,82.10538814191919,82.10538814191919,assurance,E63809501,E63809501-826,GPS,Technology Assurance,Italie,Europe
tax,Insurance,Shepard-Nelson/Andrew Massey,Shepard-Nelson/Andrew Massey,Progressive bifurcated array,Identify,10,2023-03-18,2023-07-25,,Lori Booth,Tina White,Tracy Davis%,Patrick Kramer,Scott Gutierrez,,,EUR,77.17909478253895,77.17909478253895,tax,E66277438,E66277438-827,FS,BTS,Grèce,Europe
sat,Technology,"Hopkins, Reyes and Brown/Michael Sanchez","Hopkins, Reyes and Brown/Michael Sanchez",Grass-roots interactive Graphical User Interface,Declined,20,2023-08-26,2024-05-15,,Roger Downs,Joshua Thomas,Michelle Frye%,David Mitchell,John Smith,,,USD,58.72968394291151,58.72968394291151,sat,E67451914,E67451914-828,TMT,EY-P,Égypte,Afrique
consulting,Telecommunications,Vargas-Sanchez/Andrea Green,Vargas-Sanchez/Andrea Green,Networked client-server moderator,Lost,20,2021-12-19,2022-01-27,,Denise Mitchell,Brianna Washington,Dennis Johnson%,Michael Rosario,Kimberly King MD,,,USD,68.21312974598729,68.21312974598729,consulting,E67681797,E67681797-829,TMT,Supply Chain & Operations,Guinée,Afrique
tax,Health,Raymond-Baldwin/Justin Johnson,Raymond-Baldwin/Justin Johnson,Reduced scalable knowledgebase,Pursue,75,2023-09-04,2024-04-20,,Amy King,Elizabeth Serrano,Jason Kelly%,Andre Jones,Alicia Tucker,,,USD,57.63036118902109,57.63036118902109,tax,E65947832,E65947832-830,GPS,International Tax Transaction Services,Gabon,Afrique
sat,startup,"Walker, Zavala and Woodard/Pamela Wilkins","Walker, Zavala and Woodard/Pamela Wilkins",Secured multimedia customer loyalty,Identify,15,2021-10-07,2022-03-08,,Mark Mosley,Jason Mitchell,Michael Brown%,Crystal Smith,William Garcia,,,USD,82.91768948973416,82.91768948973416,sat,E63682933,E63682933-831,Private,Transactions & Corporate Finance,Mauritanie,Afrique
tax,Defense,Weber PLC/Shawn Davis,Weber PLC/Shawn Davis,Organized responsive function,Identify,10,2022-08-24,2022-10-07,,Joseph Anderson PhD,Lisa Cameron,Justin Morris%,Tara Richards,Brooke Robbins,,,EUR,68.92092416324626,68.92092416324626,tax,E65855401,E65855401-832,GPS,Law,Pays-Bas,Europe
assurance,Insurance,Pearson Inc/Erin King,Pearson Inc/Erin King,Ergonomic transitional project,Won,5,2021-11-29,2022-03-25,2022-06-02,Brenda Hernandez,Jason Burch,Bailey Stevens%,Robert Williams Jr.,Timothy King,approved,,EUR,88.30831562709298,88.30831562709298,assurance,E68954538,E68954538-833,FS,Finance,Angleterre,Europe
tax,startup,Kim-Martin/Danielle Wright,Kim-Martin/Danielle Wright,Customizable executive initiative,Lost,100,2023-01-24,2023-02-12,,Clayton Walker,Jody Peterson,Claudia Baker%,Marissa Medina,Timothy Mack,,,USD,57.61952661550623,57.61952661550623,tax,E63452207,E63452207-834,Private,International Tax Transaction Services,Éthiopie,Afrique
tax,startup,Wilson-Martin/Melissa Torres,Wilson-Martin/Melissa Torres,Polarized object-oriented implementation,Qualify,30,2023-09-03,2023-09-05,,Anthony Hart,Julia Gonzalez,Andrew Clark%,Julie Erickson,Nicole Ray,,,USD,88.75048755404367,88.75048755404367,tax,E61075307,E61075307-835,Private,Law,Émirats arabes unis,Asie
sat,startup,Clark PLC/Karen Brown,Clark PLC/Karen Brown,Assimilated full-range circuit,Closing,100,2022-01-01,2022-02-20,,Teresa Ruiz,Haley Fletcher,Cindy Reynolds%,Steven Allen,Jennifer Johnson,,,EUR,93.50461746484012,93.50461746484012,sat,E68546415,E68546415-836,Private,Transactions & Corporate Finance,Lettonie,Europe
tax,startup,"Dawson, Harris and Tran/Douglas Lam","Dawson, Harris and Tran/Douglas Lam",Future-proofed fresh-thinking firmware,Identify,20,2023-03-08,2023-09-10,,Alice Johnson,Stephen Bradley,Jeremiah Richardson%,Julie Reeves,Xavier Shields,,,USD,58.43195020220946,58.43195020220946,tax,E68783772,E68783772-837,Private,Indirect,Lesotho,Afrique
assurance,Health,"Kelly, Moore and Johnson/Dale Wheeler","Kelly, Moore and Johnson/Dale Wheeler",Organic homogeneous definition,Pursue,35,2023-12-22,2024-02-05,,Joseph Mullins,Willie Price DVM,Bonnie Johnson%,Gabriel Boyd,Catherine Combs,,,USD,91.03151374369926,91.03151374369926,assurance,E62058627,E62058627-838,GPS,Other Assurance,Éthiopie,Afrique
tax,startup,Webb-Bowman/Michelle Smith,Webb-Bowman/Michelle Smith,Reduced context-sensitive moratorium,Identify,20,2022-08-06,2023-04-05,,Randy Dawson,Jessica Butler,Paul Woods%,Sharon Bailey,Tammy Hansen,,,EUR,76.01116834136344,76.01116834136344,tax,E65866871,E65866871-839,Private,GCR,Pologne,Europe
sat,Insurance,Schneider Group/Jamie Bowen,Schneider Group/Jamie Bowen,Streamlined disintermediate installation,Qualify,25,2022-08-22,2023-02-26,,Robert Conner,Chase Ross,Emma Jones%,Angelica Haynes,Austin Thomas,,,USD,72.64399202253753,72.64399202253753,sat,E68151670,E68151670-840,FS,EY-P,Éthiopie,Afrique
assurance,Health,Jimenez LLC/Sandra Church,Jimenez LLC/Sandra Church,Monitored methodical process improvement,Closing,5,2022-11-10,2023-06-03,,Kimberly Hall,Alexis Warren,Valerie Ward%,Mary Murray,Elizabeth Diaz,,,EUR,87.24088908076735,87.24088908076735,assurance,E61658394,E61658394-841,GPS,FAAS,Grèce,Europe
tax,Banking & Capital Markets,Melendez-Ferguson/Kimberly Hunter,Melendez-Ferguson/Kimberly Hunter,Fundamental 24hour neural-net,Qualify,50,2022-06-11,2023-03-26,,Holly George,Tony Gomez,Alan Lee%,Alexander Sanchez,Laura Campbell,,,USD,52.86697951773334,52.86697951773334,tax,E64185096,E64185096-842,FS,BTS,Liban,Asie
sat,Health,Bray and Sons/Denise Figueroa,Bray and Sons/Denise Figueroa,Universal next generation algorithm,Pursue,70,2021-02-22,2021-04-17,,Melissa Murphy,Richard Parker,Nicholas Moore%,Bobby Browning,Sara Johnson,,,USD,96.45278434366482,96.45278434366482,sat,E66914230,E66914230-843,GPS,Transactions & Corporate Finance,Angola,Afrique
tax,startup,Lopez and Sons/Steven Patel,Lopez and Sons/Steven Patel,Persistent methodical core,Closing,5,2021-11-13,2022-10-17,,Timothy Simmons,Adam Chapman,Douglas Blackwell%,Keith Fuller,Ryan Giles,,,EUR,86.04245496484856,86.04245496484856,tax,E63695261,E63695261-844,Private,Law,Espagne,Europe
assurance,Defense,"Mendoza, Wall and Hunter/Jenna Newton","Mendoza, Wall and Hunter/Jenna Newton",Streamlined 24/7 archive,Pursue,70,2022-01-27,2022-10-20,,Janet Le,Amber Ellison,Bobby Taylor%,Andrew Ross,Mr. Nicholas Murphy,,,USD,52.6590705168465,52.6590705168465,assurance,E67104098,E67104098-845,GPS,Audit & Governance,Burkina Faso,Afrique
consulting,startup,Kim PLC/Anthony Rodriguez,Kim PLC/Anthony Rodriguez,Quality-focused exuding initiative,Declined,5,2023-08-26,2024-06-30,,Mario Allen,Brenda Powell,Kathryn Marshall%,Richard Hoffman,John Gardner,,,USD,92.96606329790852,92.96606329790852,consulting,E62040899,E62040899-846,Private,Compliance and Resilience,Congo Brazzaville,Afrique
consulting,startup,Green Inc/Matthew Washington,Green Inc/Matthew Washington,Multi-layered maximized product,Won,100,2022-07-08,2023-04-22,2023-06-02,Alexander Smith,Emily Nash,Joshua Mcconnell%,Wesley Moore,Erika Garcia,approved,,USD,66.05929097737702,66.05929097737702,consulting,E62215176,E62215176-847,Private,Strategy & Transformation,Sao Tomé,Afrique
consulting,Wealth & Asset Management,Stout-Harrington/Sean Richardson,Stout-Harrington/Sean Richardson,Optional grid-enabled success,Lost,100,2022-03-15,2022-04-06,,Douglas Farley,Eduardo Fisher,Adam Beasley MD%,Jennifer Novak,Tina Guzman,,,USD,66.20756370532828,66.20756370532828,consulting,E62989113,E62989113-848,FS,Technology Assurance,Qatar,Asie
assurance,Banking & Capital Markets,"Carroll, Martin and Allen/Kathryn Frank","Carroll, Martin and Allen/Kathryn Frank",User-centric neutral algorithm,Won,100,2021-08-07,2021-08-17,2021-10-23,Eric Freeman,John West,Ryan Rodriguez%,Michael Chen,Hannah Benson,approved,,USD,57.38938268794269,57.38938268794269,assurance,E66077908,E66077908-849,FS,Technology Assurance,Égypte,Afrique
tax,Technology,Stone-Esparza/Caleb Warren,Stone-Esparza/Caleb Warren,Business-focused asymmetric pricing structure,Lost,5,2023-12-08,2024-04-22,,Linda Gutierrez,Shannon Collier,Alexandra Andrews%,Mikayla Scott,Lisa Washington,,,EUR,74.0304599800547,74.0304599800547,tax,E68164936,E68164936-850,TMT,PAS,République tchèque,Europe
consulting,Infrastructure,Choi-Morton/Zachary Swanson,Choi-Morton/Zachary Swanson,Robust leadingedge functionalities,Won,100,2023-07-09,2024-07-03,2024-07-26,John Green,Thomas Wilkins,Jody Jackson%,Maria Williams,Taylor Anderson,approved,,USD,97.51045412040692,97.51045412040692,consulting,E65166050,E65166050-851,GPS,Sustainability,Bénin,Afrique
consulting,startup,Foster-Mcneil/Jason Williams,Foster-Mcneil/Jason Williams,Ergonomic coherent structure,Won,20,2023-01-19,2023-07-01,2023-09-04,Mark Anderson,John Johnson,Jessica Meyer%,Jeffrey Williams,Leslie Tapia,approved,,EUR,88.97845111569495,88.97845111569495,consulting,E68583590,E68583590-852,Private,Customer & Growth,France,Europe
consulting,Health,Lee PLC/Michael Patrick,Lee PLC/Michael Patrick,Decentralized even-keeled time-frame,Declined,20,2021-10-19,2022-09-13,,Deborah Carr,Jason Cunningham,Vincent Johnson DVM%,Edward Howard,Ivan Roy,,,EUR,73.56269206169395,73.56269206169395,consulting,E65407890,E65407890-853,GPS,Cybersecurity,France,Europe
assurance,Media & Entertainment,Lam Ltd/Mary Carr,Lam Ltd/Mary Carr,Decentralized bottom-line encoding,Closing,100,2023-10-08,2024-05-18,,Terri Bishop,Angela Griffith,Krista Daniels%,Francisco Guerra,Renee Oconnell,,,USD,79.80112978474614,79.80112978474614,assurance,E68547243,E68547243-854,TMT,FAAS,Djibouti,Afrique
